timestamp,user_agent,type,device_token,device_type,page,activity
1667084656207,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone14,3",login,e8c05392a9c05ffc9b1d2377f622d04f686e2395102e146e7e8d391a5eee1f0d,iOS,,
1667084663164,,open_page,,,assess,
1667084674516,,open_page,,,assess,sgw7gnftwypmzadn2bag
1667084675595,,open_page,,,assess,
1667084687266,,open_page,,,assess,
1667084720221,,open_page,,,,
1667084724205,,open_page,,,,z910mqjp402nxm0ytw5n
1667084842259,,open_page,,,assess,z910mqjp402nxm0ytw5n
1667084843523,,open_page,,,assess,
1667084863988,,open_page,,,assess,p64htcp9nqev3e3g7ar7
1667084865733,,open_page,,,assess,
1667084951379,,open_page,,,assess,0atztk77dzjcrf5bwhy5
1667084952585,,open_page,,,assess,
1667084997584,,open_page,,,,
1667086823253,,open_page,,,assess,
1667086825245,,open_page,,,,
1667087329841,,open_page,,,assess,
1667087331516,,open_page,,,assess,
1667087341466,,open_page,,,portal,
1667087349524,,open_page,,,,
