timestamp,user_agent,type,device_token,device_type,page,activity
1662922829400,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone14,3",login,e8c05392a9c05ffc9b1d2377f622d04f686e2395102e146e7e8d391a5eee1f0d,iOS,,
1662922830249,,open_page,,,assess,
1662922833039,,open_page,,,feed,
1662922855371,,open_page,,,feed,p64htcp9nqev3e3g7ar7
1662922856527,,open_page,,,feed,
1662922864187,,open_page,,,assess,
1662922867570,,open_page,,,manage,
1662922914370,,open_page,,,manage,
1662922921349,,open_page,,,assess,
1662922958837,,open_page,,,assess,sgw7gnftwypmzadn2bag
1662922960477,,open_page,,,assess,
1662922969928,,open_page,,,assess,
1662923028719,,open_page,,,,
1662923045787,,open_page,,,,z910mqjp402nxm0ytw5n
1662923075234,,open_page,,,assess,z910mqjp402nxm0ytw5n
1662923076608,,open_page,,,assess,
1662923144317,,open_page,,,assess,0atztk77dzjcrf5bwhy5
1662923145365,,open_page,,,assess,
1662923147121,,open_page,,,,
