timestamp,user_agent,type,device_token,device_type,page,activity
1662560817342,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662560819335,,open_page,,,assess,
1662574808122,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662574808645,,open_page,,,assess,
1662577139358,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662577140026,,open_page,,,assess,
1662589469783,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662589471137,,open_page,,,assess,
1662589628992,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662589629410,,open_page,,,assess,
1662593915571,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662593915957,,open_page,,,assess,
1662594488829,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662594489269,,open_page,,,assess,
1662595089850,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662595090305,,open_page,,,assess,
1662595778684,,open_page,,,assess,
1662595780110,,open_page,,,feed,
1662595881569,,open_page,,,feed,3g54ktk66nfa3h0w81c6
1662595882105,,open_page,,,feed,
1662595885278,,open_page,,,,
1662595886001,,open_page,,,feed,
1662595887395,,open_page,,,feed,
1662595895364,,open_page,,,feed,
1662595898216,,open_page,,,,
1662595905653,,open_page,,,feed,
1662595906967,,open_page,,,portal,
1662595908733,,open_page,,,manage,
1662595912643,,open_page,,,assess,
1662595917261,,open_page,,,learn,
1662595919132,,open_page,,,feed,
1662595925350,,open_page,,,feed,
1662595926694,,open_page,,,,
1662595931854,,open_page,,,feed,
1662595943049,,open_page,,,,
1662599522796,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662599522964,,open_page,,,assess,
1662599525699,,open_page,,,feed,
1662599535303,,open_page,,,,
1662601968592,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662601969561,,open_page,,,feed,
