timestamp,user_agent,type,device_token,device_type,page,activity
1663391357079,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663391357679,,open_page,,,assess,
1663391360132,,open_page,,,feed,
1663391363568,,open_page,,,feed,
1663391366023,,open_page,,,feed,
1663391368109,,open_page,,,,
1663424430843,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663424431661,,open_page,,,feed,
1663425780099,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663425780635,,open_page,,,feed,
1663444585093,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663444585282,,open_page,,,assess,
1663444588014,,open_page,,,feed,
1663444685848,,open_page,,,feed,9vtdfz2xkzztd3hqbyv3
1663444686196,,open_page,,,feed,
1663444687947,,open_page,,,,
1663445072635,,open_page,,,feed,
1663445073805,,open_page,,,feed,
1663445076487,,open_page,,,,
1663445477567,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663445478024,,open_page,,,feed,
1663452172435,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663452173313,,open_page,,,feed,
1663453237968,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663453238721,,open_page,,,feed,
