timestamp,user_agent,type,device_token,device_type,page,activity
1662505663241,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662505663859,,open_page,,,assess,
1662509693474,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662509694009,,open_page,,,assess,
1662509705720,,open_page,,,assess,
1662509733319,,open_page,,,assess,txcbx325wqdxndmjf279
1662509735040,,open_page,,,assess,
1662509737383,,open_page,,,,
1662518809085,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662518809790,,open_page,,,assess,
