timestamp,user_agent,type,device_token,device_type,page,activity
1662990672778,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662990672976,,open_page,,,assess,
1662990676181,,open_page,,,feed,
1662990698252,,open_page,,,,
1662993649434,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662993650188,,open_page,,,feed,
1662994839803,,open_page,,,feed,
1662994841509,,open_page,,,feed,
1662994843050,,open_page,,,feed,
1662994845701,,open_page,,,feed,
1662994852294,,open_page,,,portal,
1662994854929,,open_page,,,feed,
1662994859141,,open_page,,,,
1662996654913,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1662996655730,,open_page,,,feed,
1663003709685,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663003710841,,open_page,,,feed,
1663010250229,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663010250907,,open_page,,,assess,
1663022083026,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663022083041,,open_page,,,,
1663022083328,,open_page,,,assess,
1663023602295,"NativeCore 2022.7.13; iOS 15.6.1; iPhone iPhone12,5",login,9a1e10e28f82ad96f92b9315a2ad493cb21f7ba62728f6958397ea825be0da0c,iOS,,
1663023602465,,open_page,,,assess,
1663023604051,,open_page,,,feed,
1663023662963,,open_page,,,feed,34j36dmwaebpkdcf4sb0
1663023663299,,open_page,,,feed,
1663023666688,,open_page,,,,
1663024805057,,open_page,,,feed,
1663024866114,,open_page,,,,
1663027950820,,open_page,,,feed,
1663027951073,,open_page,,,,
1663027954476,,open_page,,,feed,
1663027956738,,open_page,,,,
1663028504340,,open_page,,,feed,
1663028505485,,open_page,,,feed,
1663028506753,,open_page,,,feed,
1663028507836,,open_page,,,feed,
1663028509626,,open_page,,,,
