timestamp,user_agent,type,device_token,device_type,page,activity
1661627046489,"NativeCore 2022.7.13; iOS 15.5; iPhone iPhone13,4",login,de021987b5d9e0037c0424e61ec19372bffa8bc44d1b3caa80ec2354ee13577a,iOS,,
1661627046831,,open_page,,,assess,
1661627063961,,open_page,,,assess,nhzeg7x4hfezsck16fgw
1661627064487,,open_page,,,assess,
1661627116447,,open_page,,,assess,dn4650dh6vp51k367499
1661627116926,,open_page,,,assess,
1661627125036,,open_page,,,assess,5zjg4qn1cv4gbsrnxkf3
1661627125514,,open_page,,,assess,
1661627150305,,open_page,,,assess,bz9tfh3a7ndmw1h3spye
1661627150831,,open_page,,,assess,
1661627223790,,open_page,,,assess,kszhdrwzxcta3k6j4c01
1661627224235,,open_page,,,assess,
1661627227608,,open_page,,,,
